sale_id,sale_id.1,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points,reward_points.1,sale_date,payment_method,rating
1823,1823,Chicago,Chicago,Normal,Female,Health & Beauty,Health & Beauty,82.88,2.0,8.29,174.05,0.0,0.0,5/28/2024,Cash,8.3
1824,1824,Los Angeles,Los Angeles,Member,Male,Food & Beverages,Food & Beverages,49.38,2.0,4.94,103.7,0.0,0.0,5/28/2024,Cash,8.8
1825,1825,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,29.15,4.0,5.83,122.43,0.0,0.0,5/28/2024,Ewallet,9.0
1826,1826,Los Angeles,Los Angeles,Normal,Female,Home & Lifestyle,Home & Lifestyle,33.2,4.0,6.64,139.44,0.0,0.0,5/28/2024,Credit card,9.3
1827,1827,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,79.54,2.0,7.95,167.03,0.0,0.0,5/28/2024,Ewallet,7.7
1828,1828,Chicago,Chicago,Member,Female,Home & Lifestyle,Home & Lifestyle,65.26,1.0,3.26,68.52,0.0,0.0,5/28/2024,Cash,6.3
1829,1829,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,32.32,5.0,8.08,169.68,0.0,0.0,5/28/2024,Ewallet,6.6
1830,1830,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,71.68,3.0,10.75,225.79,0.0,0.0,5/28/2024,Ewallet,7.2
1831,1831,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,15.8,1.0,0.79,16.59,0.0,0.0,5/28/2024,Cash,7.0
1832,1832,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,13.59,3.0,2.04,42.81,0.0,0.0,5/28/2024,Ewallet,7.7
1833,1833,New York,New York,Normal,Male,Sports & Travel,Sports & Travel,44.65,2.0,4.46,93.76,0.0,0.0,5/28/2024,Ewallet,7.0
1834,1834,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,64.27,1.0,3.21,67.48,0.0,0.0,5/28/2024,Cash,6.3
1835,1835,Chicago,Chicago,Normal,Female,Health & Beauty,Health & Beauty,27.73,4.0,5.55,116.47,0.0,0.0,5/28/2024,Ewallet,7.2
1836,1836,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,60.74,2.0,6.07,127.55,0.0,0.0,5/28/2024,Cash,9.4
1837,1837,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,43.7,2.0,4.37,91.77,0.0,0.0,5/29/2024,Ewallet,6.5
1838,1838,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,10.69,1.0,0.53,11.22,0.0,0.0,5/29/2024,Credit card,9.6
1839,1839,Los Angeles,Los Angeles,Member,Female,Home & Lifestyle,Home & Lifestyle,23.75,4.0,4.75,99.75,0.0,0.0,5/29/2024,Ewallet,6.4
1840,1840,Chicago,Chicago,Member,Male,Health & Beauty,Health & Beauty,32.46,1.0,1.62,34.08,0.0,0.0,5/29/2024,Credit card,8.3
1841,1841,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,51.34,4.0,10.27,215.63,0.0,0.0,5/29/2024,Ewallet,9.3
1842,1842,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,58.26,3.0,8.74,183.52,0.0,0.0,5/29/2024,Ewallet,6.6
1843,1843,Chicago,Chicago,Member,Female,Sports & Travel,Sports & Travel,60.08,3.0,9.01,189.25,0.0,0.0,5/29/2024,Credit card,8.2
1844,1844,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,38.6,2.0,3.86,81.06,0.0,0.0,5/29/2024,Credit card,5.8
1845,1845,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,49.79,3.0,7.47,156.84,0.0,0.0,5/29/2024,Credit card,9.1
1846,1846,Los Angeles,Los Angeles,Member,Female,Home & Lifestyle,Home & Lifestyle,11.28,1.0,0.56,11.84,0.0,0.0,5/29/2024,Ewallet,8.7
1847,1847,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,10.08,4.0,2.02,42.34,0.0,0.0,5/29/2024,Ewallet,9.8
1848,1848,Chicago,Chicago,Normal,Female,Home & Lifestyle,Home & Lifestyle,77.47,4.0,15.49,325.37,0.0,0.0,5/29/2024,Credit card,7.6
1849,1849,Chicago,Chicago,Normal,Female,Health & Beauty,Health & Beauty,71.77,1.0,3.59,75.36,0.0,0.0,5/29/2024,Cash,6.7
1850,1850,Chicago,Chicago,Normal,Male,Sports & Travel,Sports & Travel,24.74,3.0,3.71,77.93,0.0,0.0,5/30/2024,Cash,8.0
1851,1851,Los Angeles,Los Angeles,Normal,Female,Sports & Travel,Sports & Travel,88.31,2.0,8.83,185.45,0.0,0.0,5/30/2024,Ewallet,7.0
1852,1852,New York,New York,Member,Female,Food & Beverages,Food & Beverages,93.4,2.0,9.34,196.14,0.0,0.0,5/30/2024,Credit card,5.6
1853,1853,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,72.52,4.0,14.5,304.58,0.0,0.0,5/30/2024,Credit card,8.3
1854,1854,New York,New York,Member,Female,Food & Beverages,Food & Beverages,67.45,3.0,10.12,212.47,0.0,0.0,5/30/2024,Ewallet,9.0
1855,1855,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,87.87,1.0,4.39,92.26,0.0,0.0,5/30/2024,Credit card,7.7
1856,1856,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,40.52,5.0,10.13,212.73,0.0,0.0,5/30/2024,Cash,5.4
1857,1857,Chicago,Chicago,Normal,Female,Fashion & Accs,Fashion & Accs,60.74,3.0,9.11,191.33,0.0,0.0,5/30/2024,Cash,7.8
1858,1858,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,67.77,1.0,3.39,71.16,0.0,0.0,5/30/2024,Credit card,6.9
1859,1859,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,23.34,4.0,4.67,98.03,0.0,0.0,5/30/2024,Cash,6.9
1860,1860,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,54.86,4.0,10.97,230.41,0.0,0.0,5/30/2024,Ewallet,7.2
1861,1861,New York,New York,Normal,Male,Food & Beverages,Food & Beverages,42.82,1.0,2.14,44.96,0.0,0.0,5/30/2024,Ewallet,9.8
1862,1862,Chicago,Chicago,Normal,Female,Home & Lifestyle,Home & Lifestyle,99.7,1.0,4.99,104.69,0.0,0.0,5/31/2024,Ewallet,6.2
1863,1863,New York,New York,Normal,Male,Home & Lifestyle,Home & Lifestyle,28.53,4.0,5.71,119.83,0.0,0.0,5/31/2024,Ewallet,9.1
1864,1864,New York,New York,Normal,Male,Food & Beverages,Food & Beverages,47.27,1.0,2.36,49.63,0.0,0.0,5/31/2024,Cash,8.8
1865,1865,New York,New York,Normal,Male,Electronics,Electronics,23.46,2.0,2.35,49.27,0.0,0.0,5/31/2024,Credit card,9.8
1866,1866,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,60.74,2.0,6.07,127.55,0.0,0.0,5/31/2024,Credit card,8.1
1867,1867,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,87.9,3.0,13.19,276.89,0.0,0.0,5/31/2024,Ewallet,6.9
1868,1868,Los Angeles,Los Angeles,Member,Male,Health & Beauty,Health & Beauty,71.38,4.0,14.28,299.8,0.0,0.0,5/31/2024,Cash,6.8
1869,1869,Chicago,Chicago,Normal,Female,Electronics,Electronics,41.65,1.0,2.08,43.73,0.0,0.0,5/31/2024,Ewallet,4.8
1870,1870,New York,New York,Normal,Male,Fashion & Accs,Fashion & Accs,29.56,3.0,4.43,93.11,0.0,0.0,5/31/2024,Cash,5.4
1871,1871,Chicago,Chicago,Normal,Female,Health & Beauty,Health & Beauty,61.29,4.0,12.26,257.42,0.0,0.0,5/31/2024,Cash,9.2
1872,1872,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,20.01,3.0,3.0,63.03,0.0,0.0,5/31/2024,Ewallet,8.3
1873,1873,Chicago,Chicago,Member,Male,Health & Beauty,Health & Beauty,35.64,4.0,7.13,149.69,0.0,0.0,6/1/2024,Credit card,7.0
1874,1874,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,37.0,2.0,3.7,77.7,0.0,0.0,6/1/2024,Cash,6.1
1875,1875,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,22.8,2.0,2.28,47.88,0.0,0.0,6/1/2024,Ewallet,5.8
1876,1876,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,58.36,4.0,11.67,245.11,0.0,0.0,6/1/2024,Ewallet,8.3
1877,1877,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,7.54,5.0,1.89,39.59,0.0,0.0,6/1/2024,Ewallet,8.8
1878,1878,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,21.81,4.0,4.36,91.6,0.0,0.0,6/1/2024,Cash,5.3
1879,1879,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,5.56,4.0,1.11,23.35,0.0,0.0,6/1/2024,Cash,6.0
1880,1880,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,20.12,2.0,2.01,42.25,0.0,0.0,6/1/2024,Cash,6.1
1881,1881,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,6.26,3.0,0.94,19.72,0.0,0.0,6/1/2024,Cash,6.9
1882,1882,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,2.96,2.0,0.3,6.22,0.0,0.0,6/1/2024,Ewallet,8.4
1883,1883,New York,New York,Member,Male,Food & Beverages,Food & Beverages,7.31,4.0,1.46,30.7,0.0,0.0,6/1/2024,Ewallet,8.0
1884,1884,New York,New York,Member,Female,Food & Beverages,Food & Beverages,7.01,2.0,0.7,14.72,0.0,0.0,6/1/2024,Credit card,7.7
1885,1885,Chicago,Chicago,Normal,Male,Home & Lifestyle,Home & Lifestyle,59.92,1.0,3.0,62.92,0.0,0.0,6/1/2024,Ewallet,9.7
1886,1886,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,6.99,2.0,0.7,14.68,0.0,0.0,6/1/2024,Ewallet,8.3
1887,1887,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,35.78,1.0,1.79,37.57,0.0,0.0,6/1/2024,Ewallet,7.1
1888,1888,Los Angeles,Los Angeles,Normal,Female,Home & Lifestyle,Home & Lifestyle,65.0,5.0,16.25,341.25,0.0,0.0,6/1/2024,Credit card,5.1
1889,1889,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,6.25,3.0,0.94,19.69,0.0,0.0,6/1/2024,Cash,6.5
1890,1890,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,3.9,2.0,0.39,8.19,0.0,0.0,6/1/2024,Cash,7.3
1891,1891,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,4.96,4.0,0.99,20.83,0.0,0.0,6/1/2024,Credit card,8.9
1892,1892,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,6.63,4.0,1.33,27.85,0.0,0.0,6/1/2024,Cash,7.3
1893,1893,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,5.71,4.0,1.14,23.98,0.0,0.0,6/1/2024,Ewallet,6.2
1894,1894,Los Angeles,Los Angeles,Member,Female,Health & Beauty,Health & Beauty,36.28,4.0,7.26,152.38,0.0,0.0,6/1/2024,Cash,7.2
1895,1895,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,6.42,3.0,0.96,20.22,0.0,0.0,6/1/2024,Cash,8.6
1896,1896,New York,New York,Normal,Female,Sports & Travel,Sports & Travel,70.97,3.0,10.65,223.56,0.0,0.0,6/1/2024,Ewallet,6.8
1897,1897,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,5.57,4.0,1.11,23.39,0.0,0.0,6/1/2024,Ewallet,8.5
1898,1898,Los Angeles,Los Angeles,Member,Female,Home & Lifestyle,Home & Lifestyle,72.78,5.0,18.2,382.1,0.0,0.0,6/2/2024,Credit card,7.5
1899,1899,Los Angeles,Los Angeles,Normal,Female,Sports & Travel,Sports & Travel,50.67,2.0,5.07,106.41,0.0,0.0,6/2/2024,Credit card,5.8
1900,1900,Los Angeles,Los Angeles,Member,Male,Food & Beverages,Food & Beverages,3.43,4.0,0.69,14.41,0.0,0.0,6/2/2024,Cash,6.1
1901,1901,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,17.29,3.0,2.59,54.46,0.0,0.0,6/2/2024,Cash,9.1
1902,1902,Chicago,Chicago,Member,Male,Health & Beauty,Health & Beauty,32.2,1.0,1.61,33.81,0.0,0.0,6/2/2024,Ewallet,9.3
1903,1903,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,64.24,4.0,12.85,269.81,0.0,0.0,6/2/2024,Ewallet,6.1
1904,1904,Chicago,Chicago,Normal,Female,Electronics,Electronics,81.49,1.0,4.07,85.56,0.0,0.0,6/2/2024,Ewallet,6.1
1905,1905,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,6.6,2.0,0.66,13.86,0.0,0.0,6/2/2024,Credit card,8.6
1906,1906,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,5.68,3.0,0.85,17.89,0.0,0.0,6/2/2024,Ewallet,8.6
1907,1907,Los Angeles,Los Angeles,Normal,Female,Home & Lifestyle,Home & Lifestyle,49.05,4.0,9.81,206.01,0.0,0.0,6/2/2024,Credit card,5.1
1908,1908,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,3.87,2.0,0.39,8.13,0.0,0.0,6/2/2024,Ewallet,5.5
1909,1909,New York,New York,Member,Female,Food & Beverages,Food & Beverages,3.85,1.0,0.19,4.04,0.0,0.0,6/2/2024,Cash,8.7
1910,1910,Los Angeles,Los Angeles,Member,Male,Health & Beauty,Health & Beauty,36.81,3.0,5.52,115.95,0.0,0.0,6/2/2024,Credit card,9.8
1911,1911,Los Angeles,Los Angeles,Member,Female,Sports & Travel,Sports & Travel,56.8,1.0,2.84,59.64,0.0,0.0,6/2/2024,Ewallet,7.4
1912,1912,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,37.64,4.0,7.53,158.09,0.0,0.0,6/2/2024,Credit card,7.3
1913,1913,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,5.26,1.0,0.26,5.52,0.0,0.0,6/2/2024,Cash,7.2
1914,1914,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,54.57,2.0,5.46,114.6,0.0,0.0,6/2/2024,Credit card,5.0
1915,1915,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,2.47,3.0,0.37,7.78,0.0,0.0,6/2/2024,Ewallet,7.1
1916,1916,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,4.59,1.0,0.23,4.82,0.0,0.0,6/2/2024,Ewallet,7.4
1917,1917,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,31.16,3.0,4.67,98.15,0.0,0.0,6/2/2024,Cash,7.7
1918,1918,Los Angeles,Los Angeles,Member,Female,Health & Beauty,Health & Beauty,25.9,4.0,5.18,108.78,0.0,0.0,6/2/2024,Credit card,8.2
1919,1919,Chicago,Chicago,Member,Male,Health & Beauty,Health & Beauty,26.84,1.0,1.34,28.18,0.0,0.0,6/2/2024,Ewallet,6.0
1920,1920,Los Angeles,Los Angeles,Normal,Female,Home & Lifestyle,Home & Lifestyle,68.05,5.0,17.01,357.26,0.0,0.0,6/2/2024,Ewallet,8.1
1921,1921,New York,New York,Normal,Female,Home & Lifestyle,Home & Lifestyle,59.45,2.0,5.94,124.84,0.0,0.0,6/3/2024,Ewallet,8.3
1922,1922,Chicago,Chicago,Normal,Male,Fashion & Accs,Fashion & Accs,12.5,1.0,0.62,13.12,0.0,0.0,6/3/2024,Ewallet,7.3
1923,1923,New York,New York,Member,Male,Food & Beverages,Food & Beverages,5.78,2.0,0.58,12.14,0.0,0.0,6/3/2024,Ewallet,7.3
1924,1924,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,5.19,6.0,1.56,32.7,0.0,0.0,6/3/2024,Cash,9.8
1925,1925,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,21.16,3.0,3.17,66.65,0.0,0.0,6/3/2024,Credit card,6.0
1926,1926,New York,New York,Member,Female,Food & Beverages,Food & Beverages,4.06,4.0,0.81,17.05,0.0,0.0,6/3/2024,Cash,7.5
1927,1927,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,23.59,3.0,3.54,74.31,0.0,0.0,6/3/2024,Credit card,7.8
1928,1928,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,4.83,2.0,0.48,10.14,0.0,0.0,6/3/2024,Ewallet,7.0
1929,1929,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,4.69,2.0,0.47,9.85,0.0,0.0,6/3/2024,Credit card,8.1
1930,1930,Chicago,Chicago,Normal,Female,Home & Lifestyle,Home & Lifestyle,54.42,1.0,2.72,57.14,0.0,0.0,6/3/2024,Cash,5.6
1931,1931,New York,New York,Member,Female,Health & Beauty,Health & Beauty,33.36,3.0,5.0,105.08,0.0,0.0,6/3/2024,Cash,8.7
1932,1932,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,63.59,5.0,15.9,333.85,0.0,0.0,6/3/2024,Cash,7.2
1933,1933,New York,New York,Member,Female,Food & Beverages,Food & Beverages,4.02,4.0,0.8,16.88,0.0,0.0,6/3/2024,Credit card,6.7
1934,1934,New York,New York,Member,Female,Food & Beverages,Food & Beverages,5.44,3.0,0.82,17.14,0.0,0.0,6/3/2024,Ewallet,8.3
1935,1935,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,6.56,3.0,0.98,20.66,0.0,0.0,6/3/2024,Ewallet,9.0
1936,1936,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,59.28,3.0,8.89,186.73,0.0,0.0,6/3/2024,Cash,8.9
1937,1937,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,6.6,5.0,1.65,34.65,0.0,0.0,6/3/2024,Cash,9.5
1938,1938,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,7.66,4.0,1.53,32.17,0.0,0.0,6/3/2024,Cash,7.3
1939,1939,Chicago,Chicago,Normal,Female,Electronics,Electronics,89.86,1.0,4.49,94.35,0.0,0.0,6/3/2024,Ewallet,8.7
1940,1940,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,3.04,5.0,0.76,15.96,0.0,0.0,6/3/2024,Credit card,7.7
1941,1941,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,4.22,7.0,1.48,31.02,0.0,0.0,6/3/2024,Ewallet,8.4
1942,1942,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,5.61,1.0,0.28,5.89,0.0,0.0,6/3/2024,Credit card,6.0
1943,1943,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,33.17,2.0,3.32,69.66,0.0,0.0,6/4/2024,Ewallet,8.1
1944,1944,Chicago,Chicago,Member,Female,Home & Lifestyle,Home & Lifestyle,68.5,5.0,17.12,359.62,0.0,0.0,6/4/2024,Cash,7.1
1945,1945,Los Angeles,Los Angeles,Member,Female,Health & Beauty,Health & Beauty,36.4,4.0,7.28,152.88,0.0,0.0,6/4/2024,Credit card,7.8
1946,1946,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,37.7,4.0,7.54,158.34,0.0,0.0,6/4/2024,Ewallet,6.9
1947,1947,Los Angeles,Los Angeles,Normal,Male,Electronics,Electronics,95.88,2.0,9.59,201.35,0.0,0.0,6/4/2024,Cash,6.8
1948,1948,New York,New York,Normal,Male,Sports & Travel,Sports & Travel,71.08,2.0,7.11,149.27,0.0,0.0,6/4/2024,Ewallet,7.7
1949,1949,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,7.77,2.0,0.78,16.32,0.0,0.0,6/4/2024,Ewallet,9.1
1950,1950,New York,New York,Member,Female,Food & Beverages,Food & Beverages,5.01,5.0,1.25,26.3,0.0,0.0,6/4/2024,Credit card,8.5
1951,1951,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,2.66,6.0,0.8,16.76,0.0,0.0,6/4/2024,Cash,8.3
1952,1952,Chicago,Chicago,Normal,Female,Fashion & Accs,Fashion & Accs,15.59,3.0,2.34,49.11,0.0,0.0,6/4/2024,Cash,5.2
1953,1953,Chicago,Chicago,Member,Female,Health & Beauty,Health & Beauty,17.77,3.0,2.67,55.98,0.0,0.0,6/4/2024,Credit card,7.5
1954,1954,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,70.55,5.0,17.64,370.39,0.0,0.0,6/4/2024,Ewallet,5.6
1955,1955,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,7.8,1.0,0.39,8.19,0.0,0.0,6/4/2024,Cash,8.7
1956,1956,New York,New York,Member,Male,Food & Beverages,Food & Beverages,5.2,4.0,1.04,21.84,0.0,0.0,6/4/2024,Ewallet,8.5
1957,1957,Los Angeles,Los Angeles,Member,Male,Food & Beverages,Food & Beverages,5.9,4.0,1.18,24.78,0.0,0.0,6/4/2024,Ewallet,9.2
1958,1958,New York,New York,Member,Male,Fashion & Accs,Fashion & Accs,9.95,1.0,0.5,10.45,0.0,0.0,6/4/2024,Cash,8.8
1959,1959,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,6.87,5.0,1.72,36.07,0.0,0.0,6/4/2024,Credit card,7.7
1960,1960,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,3.05,4.0,0.61,12.81,0.0,0.0,6/4/2024,Ewallet,7.4
1961,1961,Los Angeles,Los Angeles,Normal,Male,Sports & Travel,Sports & Travel,66.99,3.0,10.05,211.02,0.0,0.0,6/4/2024,Cash,8.9
1962,1962,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,7.34,1.0,0.37,7.71,0.0,0.0,6/4/2024,Credit card,8.8
1963,1963,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,23.87,2.0,2.39,50.13,0.0,0.0,6/4/2024,Cash,5.3
1964,1964,New York,New York,Member,Female,Food & Beverages,Food & Beverages,6.39,2.0,0.64,13.42,0.0,0.0,6/5/2024,Cash,8.2
1965,1965,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,34.48,2.0,3.45,72.41,0.0,0.0,6/5/2024,Ewallet,4.5
1966,1966,Chicago,Chicago,Normal,Female,Electronics,Electronics,88.12,1.0,4.41,92.53,0.0,0.0,6/5/2024,Ewallet,6.8
1967,1967,Chicago,Chicago,Member,Male,Home & Lifestyle,Home & Lifestyle,62.53,1.0,3.13,65.66,0.0,0.0,6/5/2024,Cash,6.7
1968,1968,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,62.89,5.0,15.72,330.17,0.0,0.0,6/5/2024,Ewallet,4.9
1969,1969,Chicago,Chicago,Member,Male,Fashion & Accs,Fashion & Accs,19.0,1.0,0.95,19.95,0.0,0.0,6/5/2024,Cash,9.1
1970,1970,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,7.46,1.0,0.37,7.83,0.0,0.0,6/5/2024,Cash,8.9
1971,1971,Los Angeles,Los Angeles,Normal,Female,Sports & Travel,Sports & Travel,47.83,2.0,4.78,100.44,0.0,0.0,6/5/2024,Ewallet,8.0
1972,1972,New York,New York,Member,Female,Health & Beauty,Health & Beauty,18.15,2.0,1.82,38.12,0.0,0.0,6/5/2024,Ewallet,6.0
1973,1973,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,4.48,3.0,0.67,14.11,0.0,0.0,6/5/2024,Cash,8.1
1974,1974,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,64.48,3.0,9.67,203.11,0.0,0.0,6/5/2024,Credit card,6.4
1975,1975,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,5.51,1.0,0.28,5.79,0.0,0.0,6/5/2024,Ewallet,8.2
1976,1976,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,5.27,3.0,0.79,16.6,0.0,0.0,6/5/2024,Cash,7.8
1977,1977,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,20.53,3.0,3.08,64.67,0.0,0.0,6/5/2024,Cash,7.9
1978,1978,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,33.88,1.0,1.69,35.57,0.0,0.0,6/5/2024,Cash,7.8
1979,1979,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,6.25,2.0,0.62,13.12,0.0,0.0,6/5/2024,Cash,7.3
1980,1980,New York,New York,Normal,Female,Home & Lifestyle,Home & Lifestyle,70.36,3.0,10.55,221.63,0.0,0.0,6/5/2024,Ewallet,7.8
1981,1981,Los Angeles,Los Angeles,Member,Male,Fashion & Accs,Fashion & Accs,19.41,2.0,1.94,40.76,0.0,0.0,6/5/2024,Credit card,8.3
1982,1982,New York,New York,Normal,Female,Home & Lifestyle,Home & Lifestyle,57.03,4.0,11.41,239.53,0.0,0.0,6/5/2024,Cash,6.4
1983,1983,Chicago,Chicago,Normal,Male,Fashion & Accs,Fashion & Accs,11.44,1.0,0.57,12.01,0.0,0.0,6/6/2024,Ewallet,8.4
1984,1984,New York,New York,Normal,Female,Fashion & Accs,Fashion & Accs,16.89,3.0,2.53,53.2,0.0,0.0,6/6/2024,Ewallet,5.4
1985,1985,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,6.91,3.0,1.04,21.77,0.0,0.0,6/6/2024,Cash,6.0
1986,1986,Los Angeles,Los Angeles,Normal,Female,Fashion & Accs,Fashion & Accs,11.36,1.0,0.57,11.93,0.0,0.0,6/6/2024,Credit card,6.6
1987,1987,Chicago,Chicago,Normal,Male,Home & Lifestyle,Home & Lifestyle,66.12,2.0,6.61,138.85,0.0,0.0,6/6/2024,Ewallet,8.0
1988,1988,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,2.46,5.0,0.62,12.92,0.0,0.0,6/6/2024,Credit card,7.7
1989,1989,Los Angeles,Los Angeles,Normal,Male,Food & Beverages,Food & Beverages,3.77,2.0,0.38,7.92,0.0,0.0,6/6/2024,Credit card,7.7
1990,1990,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,4.24,1.0,0.21,4.45,0.0,0.0,6/6/2024,Credit card,8.4
1991,1991,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,74.29,4.0,14.86,312.02,0.0,0.0,6/6/2024,Credit card,5.5
1992,1992,Los Angeles,Los Angeles,Normal,Female,Fashion & Accs,Fashion & Accs,11.99,1.0,0.6,12.59,0.0,0.0,6/6/2024,Cash,9.8
1993,1993,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,3.92,2.0,0.39,8.23,0.0,0.0,6/6/2024,Ewallet,7.7
1994,1994,Chicago,Chicago,Normal,Female,Fashion & Accs,Fashion & Accs,8.56,2.0,0.86,17.98,0.0,0.0,6/6/2024,Ewallet,6.7
1995,1995,Chicago,Chicago,Normal,Female,Home & Lifestyle,Home & Lifestyle,67.76,5.0,16.94,355.74,0.0,0.0,6/6/2024,Ewallet,8.0
1996,1996,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,4.28,1.0,0.21,4.49,0.0,0.0,6/6/2024,Ewallet,6.8
