sale_id,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points,sale_date
537,New York,New York,Normal,Male,Orange Juice,Beverages,13.59,11,10.46,159.95,0,2025-06-26
538,New York,New York,Member,Female,Notebook,Stationery,10.77,14,10.55,161.33,16,2025-06-27
539,Chicago,Chicago,Normal,Male,Notebook,Stationery,16.63,19,22.12,338.09,0,2025-06-28
540,New York,New York,Normal,Male,Shampoo,Fruits,19.92,5,6.97,106.57,0,2025-06-29
541,Chicago,Chicago,Normal,Female,Orange Juice,Personal Care,14.49,2,2.03,31.01,0,2025-01-01
542,New York,New York,Member,Male,Orange Juice,Household,9.7,18,12.22,186.82,18,2025-01-02
543,New York,New York,Member,Male,Apple,Stationery,5.16,20,7.22,110.42,11,2025-01-03
544,Chicago,Chicago,Normal,Male,Apple,Household,15.69,13,14.28,218.25,0,2025-01-04
545,Los Angeles,Los Angeles,Normal,Male,Notebook,Household,14.05,2,1.97,30.07,0,2025-01-05
546,Chicago,Chicago,Normal,Female,Shampoo,Personal Care,15.5,2,2.17,33.17,0,2025-01-06
547,Chicago,Chicago,Normal,Male,Orange Juice,Household,11.2,14,10.98,167.78,0,2025-01-07
548,New York,New York,Member,Male,Detergent,Beverages,4.42,18,5.57,85.13,8,2025-01-08
549,New York,New York,Member,Female,Orange Juice,Household,14.48,7,7.1,108.46,10,2025-01-09
550,Los Angeles,Los Angeles,Member,Female,Shampoo,Beverages,3.05,17,3.63,55.48,5,2025-01-10
551,Chicago,Chicago,Normal,Female,Apple,Fruits,9.83,13,8.95,136.74,0,2025-01-11
552,Chicago,Chicago,Member,Female,Notebook,Household,9.0,1,0.63,9.63,0,2025-01-12
553,New York,New York,Normal,Male,Notebook,Beverages,4.19,17,4.99,76.22,0,2025-01-13
554,New York,New York,Normal,Male,Apple,Household,20.87,1,1.46,22.33,0,2025-01-14
555,New York,New York,Normal,Female,Detergent,Personal Care,13.19,16,14.77,225.81,0,2025-01-15
556,Chicago,Chicago,Member,Male,Apple,Fruits,11.38,7,5.58,85.24,8,2025-01-16
557,Chicago,Chicago,Normal,Female,Notebook,Beverages,2.77,19,3.68,56.31,0,2025-01-17
558,Los Angeles,Los Angeles,Normal,Female,Detergent,Fruits,15.56,1,1.09,16.65,0,2025-01-18
559,New York,New York,Normal,Female,Apple,Personal Care,5.88,19,7.82,119.54,0,2025-01-19
560,New York,New York,Normal,Male,Notebook,Beverages,19.03,13,17.32,264.71,0,2025-01-20
561,New York,New York,Member,Female,Apple,Personal Care,16.48,13,15.0,229.24,22,2025-01-21
562,Los Angeles,Los Angeles,Member,Female,Shampoo,Fruits,3.19,5,1.12,17.07,1,2025-01-22
563,Los Angeles,Los Angeles,Member,Female,Notebook,Household,18.26,2,2.56,39.08,3,2025-01-23
564,Chicago,Chicago,Normal,Male,Shampoo,Beverages,8.73,20,12.22,186.82,0,2025-01-24
565,New York,New York,Normal,Male,Notebook,Beverages,9.95,12,8.36,127.76,0,2025-01-25
566,Chicago,Chicago,Member,Male,Orange Juice,Fruits,5.63,18,7.09,108.43,10,2025-01-26
567,Chicago,Chicago,Normal,Male,Shampoo,Stationery,17.19,8,9.63,147.15,0,2025-01-27
568,Los Angeles,Los Angeles,Normal,Male,Apple,Household,15.0,12,12.6,192.6,0,2025-01-28
569,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Personal Care,4.28,17,5.09,77.85,0,2025-01-29
570,Los Angeles,Los Angeles,Member,Female,Notebook,Personal Care,4.47,14,4.38,66.96,6,2025-01-30
571,Los Angeles,Los Angeles,Member,Male,Apple,Household,17.49,1,1.22,18.71,1,2025-01-31
572,Los Angeles,Los Angeles,Normal,Female,Shampoo,Personal Care,11.72,7,5.74,87.78,0,2025-02-01
573,New York,New York,Member,Female,Shampoo,Beverages,17.25,9,10.87,166.12,16,2025-02-02
574,Los Angeles,Los Angeles,Normal,Female,Notebook,Beverages,11.99,19,15.95,243.76,0,2025-02-03
575,Los Angeles,Los Angeles,Normal,Male,Shampoo,Household,8.29,10,5.8,88.7,0,2025-02-04
576,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Stationery,6.18,3,1.3,19.84,0,2025-02-05
577,Chicago,Chicago,Member,Male,Notebook,Beverages,17.72,7,8.68,132.72,13,2025-02-06
578,Chicago,Chicago,Member,Male,Orange Juice,Personal Care,12.14,14,11.9,181.86,18,2025-02-07
579,Los Angeles,Los Angeles,Normal,Female,Shampoo,Personal Care,9.73,15,10.22,156.17,0,2025-02-08
580,Chicago,Chicago,Member,Male,Notebook,Personal Care,19.67,5,6.88,105.23,10,2025-02-09
581,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Household,1.35,17,1.61,24.56,0,2025-02-10
582,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Household,17.95,5,6.28,96.03,0,2025-02-11
583,Los Angeles,Los Angeles,Member,Male,Apple,Beverages,5.98,17,7.12,108.78,10,2025-02-12
584,Los Angeles,Los Angeles,Member,Male,Notebook,Household,13.82,20,19.35,295.75,29,2025-02-13
585,Los Angeles,Los Angeles,Normal,Male,Shampoo,Fruits,10.67,14,10.46,159.84,0,2025-02-14
586,Chicago,Chicago,Normal,Male,Detergent,Personal Care,7.58,12,6.37,97.33,0,2025-02-15
587,New York,New York,Normal,Female,Apple,Personal Care,19.99,7,9.8,149.73,0,2025-02-16
588,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Stationery,12.74,7,6.24,95.42,0,2025-02-17
589,New York,New York,Member,Male,Apple,Fruits,5.61,9,3.53,54.02,5,2025-02-18
590,Los Angeles,Los Angeles,Normal,Male,Shampoo,Fruits,2.7,1,0.19,2.89,0,2025-02-19
591,Chicago,Chicago,Normal,Male,Shampoo,Fruits,11.33,8,6.34,96.98,0,2025-02-20
592,Los Angeles,Los Angeles,Normal,Male,Notebook,Beverages,18.91,14,18.53,283.27,0,2025-02-21
593,Chicago,Chicago,Member,Female,Apple,Household,1.38,18,1.74,26.58,2,2025-02-22
594,Los Angeles,Los Angeles,Normal,Female,Detergent,Personal Care,18.28,19,24.31,371.63,0,2025-02-23
595,New York,New York,Member,Female,Apple,Stationery,1.89,10,1.32,20.22,2,2025-02-24
596,New York,New York,Normal,Male,Notebook,Household,6.36,7,3.12,47.64,0,2025-02-25
597,Chicago,Chicago,Member,Female,Detergent,Personal Care,13.96,16,15.64,239.0,23,2025-02-26
598,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Personal Care,10.84,18,13.66,208.78,0,2025-02-27
599,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Personal Care,9.78,1,0.68,10.46,0,2025-02-28
600,Chicago,Chicago,Member,Male,Apple,Stationery,3.33,11,2.56,39.19,3,2025-03-01
601,Chicago,Chicago,Normal,Female,Apple,Personal Care,8.67,10,6.07,92.77,0,2025-03-02
602,Los Angeles,Los Angeles,Member,Male,Detergent,Beverages,11.73,19,15.6,238.47,23,2025-03-03
603,New York,New York,Normal,Male,Detergent,Household,7.96,12,6.69,102.21,0,2025-03-04
604,Chicago,Chicago,Normal,Male,Apple,Beverages,5.87,7,2.88,43.97,0,2025-03-05
605,New York,New York,Normal,Female,Notebook,Fruits,4.15,1,0.29,4.44,0,2025-03-06
606,Chicago,Chicago,Member,Male,Shampoo,Stationery,10.22,5,3.58,54.68,5,2025-03-07
607,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Household,17.42,3,3.66,55.92,0,2025-03-08
608,Los Angeles,Los Angeles,Normal,Male,Apple,Personal Care,7.44,12,6.25,95.53,0,2025-03-09
609,Chicago,Chicago,Member,Male,Shampoo,Household,15.53,8,8.7,132.94,13,2025-03-10
610,Chicago,Chicago,Normal,Female,Apple,Personal Care,2.68,5,0.94,14.34,0,2025-03-11
611,New York,New York,Normal,Male,Apple,Beverages,15.57,2,2.18,33.32,0,2025-03-12
612,New York,New York,Member,Male,Detergent,Stationery,8.39,1,0.59,8.98,0,2025-03-13
613,Los Angeles,Los Angeles,Normal,Male,Apple,Beverages,19.28,2,2.7,41.26,0,2025-03-14
614,New York,New York,Normal,Female,Orange Juice,Stationery,12.9,6,5.42,82.82,0,2025-03-15
615,New York,New York,Normal,Male,Orange Juice,Fruits,6.9,6,2.9,44.3,0,2025-03-16
616,Los Angeles,Los Angeles,Normal,Female,Apple,Household,12.94,3,2.72,41.54,0,2025-03-17
617,Chicago,Chicago,Normal,Male,Notebook,Stationery,8.76,4,2.45,37.49,0,2025-03-18
618,New York,New York,Normal,Female,Detergent,Fruits,3.64,8,2.04,31.16,0,2025-03-19
619,Chicago,Chicago,Member,Female,Shampoo,Household,8.39,15,8.81,134.66,13,2025-03-20
620,Los Angeles,Los Angeles,Member,Female,Apple,Stationery,3.07,9,1.93,29.56,2,2025-03-21
621,Los Angeles,Los Angeles,Member,Female,Notebook,Stationery,4.57,17,5.44,83.13,8,2025-03-22
622,New York,New York,Normal,Female,Detergent,Fruits,19.77,20,27.68,423.08,0,2025-03-23
623,Los Angeles,Los Angeles,Member,Male,Orange Juice,Stationery,2.39,7,1.17,17.9,1,2025-03-24
624,Chicago,Chicago,Member,Female,Notebook,Personal Care,17.73,19,23.58,360.45,36,2025-03-25
625,New York,New York,Member,Male,Detergent,Beverages,11.96,3,2.51,38.39,3,2025-03-26
626,New York,New York,Member,Male,Detergent,Personal Care,12.34,8,6.91,105.63,10,2025-03-27
627,Chicago,Chicago,Normal,Female,Orange Juice,Stationery,6.2,3,1.3,19.9,0,2025-03-28
628,Los Angeles,Los Angeles,Normal,Male,Shampoo,Household,15.18,5,5.31,81.21,0,2025-03-29
629,Los Angeles,Los Angeles,Normal,Male,Notebook,Personal Care,14.15,19,18.82,287.67,0,2025-03-30
630,Los Angeles,Los Angeles,Normal,Male,Notebook,Stationery,7.15,14,7.01,107.11,0,2025-03-31
631,New York,New York,Normal,Female,Shampoo,Fruits,14.7,14,14.41,220.21,0,2025-04-01
632,Chicago,Chicago,Normal,Male,Orange Juice,Household,20.6,17,24.51,374.71,0,2025-04-02
633,Los Angeles,Los Angeles,Normal,Male,Shampoo,Stationery,13.71,2,1.92,29.34,0,2025-04-03
634,New York,New York,Normal,Female,Apple,Household,17.17,1,1.2,18.37,0,2025-04-04
635,New York,New York,Normal,Female,Detergent,Beverages,9.38,5,3.28,50.18,0,2025-04-05
636,Los Angeles,Los Angeles,Normal,Female,Apple,Beverages,4.34,1,0.3,4.64,0,2025-04-06
637,Chicago,Chicago,Normal,Male,Orange Juice,Personal Care,11.71,2,1.64,25.06,0,2025-04-07
638,Chicago,Chicago,Member,Male,Orange Juice,Fruits,8.8,15,9.24,141.24,14,2025-04-08
639,Chicago,Chicago,Member,Male,Orange Juice,Fruits,14.09,20,19.73,301.53,30,2025-04-09
640,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Fruits,14.33,20,20.06,306.66,0,2025-04-10
641,Chicago,Chicago,Normal,Female,Notebook,Household,4.88,2,0.68,10.44,0,2025-04-11
642,New York,New York,Normal,Female,Detergent,Fruits,17.25,6,7.25,110.75,0,2025-04-12
643,Chicago,Chicago,Member,Female,Orange Juice,Stationery,5.83,1,0.41,6.24,0,2025-04-13
644,New York,New York,Normal,Male,Shampoo,Fruits,13.2,16,14.78,225.98,0,2025-04-14
645,New York,New York,Member,Male,Shampoo,Household,1.26,2,0.18,2.7,0,2025-04-15
646,Los Angeles,Los Angeles,Normal,Male,Detergent,Household,19.44,14,19.05,291.21,0,2025-04-16
647,Chicago,Chicago,Member,Male,Orange Juice,Beverages,3.4,14,3.33,50.93,5,2025-04-17
648,Los Angeles,Los Angeles,Member,Male,Orange Juice,Personal Care,6.4,18,8.06,123.26,12,2025-04-18
649,Chicago,Chicago,Normal,Female,Detergent,Stationery,7.8,18,9.83,150.23,0,2025-04-19
650,Chicago,Chicago,Normal,Male,Notebook,Beverages,2.31,9,1.46,22.25,0,2025-04-20
651,Chicago,Chicago,Normal,Female,Shampoo,Fruits,4.52,5,1.58,24.18,0,2025-04-21
652,Chicago,Chicago,Member,Female,Orange Juice,Fruits,13.53,18,17.05,260.59,26,2025-04-22
653,New York,New York,Normal,Male,Detergent,Beverages,19.71,16,22.08,337.44,0,2025-04-23
654,Chicago,Chicago,Member,Female,Detergent,Fruits,10.14,14,9.94,151.9,15,2025-04-24
655,Los Angeles,Los Angeles,Member,Male,Shampoo,Household,11.2,4,3.14,47.94,4,2025-04-25
656,Chicago,Chicago,Member,Female,Apple,Household,2.01,3,0.42,6.45,0,2025-04-26
657,New York,New York,Member,Male,Detergent,Stationery,4.14,2,0.58,8.86,0,2025-04-27
658,Chicago,Chicago,Normal,Female,Orange Juice,Household,16.47,16,18.45,281.97,0,2025-04-28
659,Chicago,Chicago,Member,Male,Orange Juice,Beverages,12.7,4,3.56,54.36,5,2025-04-29
660,Los Angeles,Los Angeles,Member,Female,Notebook,Fruits,10.72,18,13.51,206.47,20,2025-04-30
661,New York,New York,Member,Female,Shampoo,Personal Care,15.29,3,3.21,49.08,4,2025-05-01
662,New York,New York,Member,Male,Notebook,Personal Care,12.5,14,12.25,187.25,18,2025-05-02
663,Los Angeles,Los Angeles,Member,Male,Orange Juice,Beverages,18.95,18,23.88,364.98,36,2025-05-03
664,New York,New York,Normal,Male,Shampoo,Beverages,13.71,14,13.44,205.38,0,2025-05-04
665,Los Angeles,Los Angeles,Normal,Male,Shampoo,Beverages,8.36,2,1.17,17.89,0,2025-05-05
666,Chicago,Chicago,Normal,Female,Detergent,Personal Care,14.62,1,1.02,15.64,0,2025-05-06
667,Los Angeles,Los Angeles,Normal,Female,Detergent,Fruits,13.93,16,15.6,238.48,0,2025-05-07
668,New York,New York,Member,Male,Detergent,Fruits,18.0,13,16.38,250.38,25,2025-05-08
669,Chicago,Chicago,Member,Female,Apple,Personal Care,14.55,4,4.07,62.27,6,2025-05-09
670,New York,New York,Member,Female,Shampoo,Fruits,17.4,8,9.74,148.94,14,2025-05-10
671,New York,New York,Member,Male,Orange Juice,Stationery,2.47,4,0.69,10.57,1,2025-05-11
672,Los Angeles,Los Angeles,Member,Male,Notebook,Stationery,7.03,16,7.87,120.35,12,2025-05-12
673,Chicago,Chicago,Member,Male,Shampoo,Stationery,17.59,1,1.23,18.82,1,2025-05-13
674,Chicago,Chicago,Member,Male,Orange Juice,Stationery,17.6,5,6.16,94.16,9,2025-05-14
675,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Personal Care,10.42,3,2.19,33.45,0,2025-05-15
676,Los Angeles,Los Angeles,Normal,Male,Detergent,Stationery,10.82,9,6.82,104.2,0,2025-05-16
677,New York,New York,Member,Male,Shampoo,Stationery,16.49,4,4.62,70.58,7,2025-05-17
678,New York,New York,Member,Male,Orange Juice,Fruits,4.58,7,2.24,34.3,3,2025-05-18
679,Los Angeles,Los Angeles,Normal,Male,Apple,Personal Care,4.52,11,3.48,53.2,0,2025-05-19
680,Chicago,Chicago,Member,Female,Detergent,Beverages,15.75,18,19.85,303.35,30,2025-05-20
681,Chicago,Chicago,Normal,Male,Detergent,Stationery,14.31,7,7.01,107.18,0,2025-05-21
682,Chicago,Chicago,Member,Female,Apple,Fruits,19.77,8,11.07,169.23,16,2025-05-22
683,New York,New York,Member,Male,Detergent,Beverages,14.37,13,13.08,199.89,19,2025-05-23
684,New York,New York,Member,Female,Shampoo,Household,13.05,14,12.79,195.49,19,2025-05-24
685,New York,New York,Normal,Female,Apple,Fruits,3.48,3,0.73,11.17,0,2025-05-25
686,Chicago,Chicago,Normal,Female,Notebook,Fruits,4.33,2,0.61,9.27,0,2025-05-26
687,Chicago,Chicago,Member,Male,Orange Juice,Beverages,4.09,6,1.72,26.26,2,2025-05-27
688,New York,New York,Member,Female,Detergent,Beverages,4.58,5,1.6,24.5,2,2025-05-28
689,New York,New York,Normal,Female,Orange Juice,Household,2.37,3,0.5,7.61,0,2025-05-29
690,New York,New York,Member,Female,Notebook,Stationery,4.14,15,4.35,66.45,6,2025-05-30
691,New York,New York,Normal,Male,Shampoo,Stationery,7.73,15,8.12,124.07,0,2025-05-31
692,Los Angeles,Los Angeles,Member,Male,Apple,Beverages,4.93,5,1.73,26.38,2,2025-06-01
693,Los Angeles,Los Angeles,Normal,Male,Apple,Beverages,5.47,6,2.3,35.12,0,2025-06-02
694,New York,New York,Member,Female,Detergent,Household,6.05,6,2.54,38.84,3,2025-06-03
695,New York,New York,Normal,Female,Notebook,Stationery,6.56,11,5.05,77.21,0,2025-06-04
696,Chicago,Chicago,Member,Female,Detergent,Stationery,7.46,19,9.92,151.66,15,2025-06-05
697,Los Angeles,Los Angeles,Normal,Female,Detergent,Household,19.03,14,18.65,285.07,0,2025-06-06
698,Chicago,Chicago,Normal,Female,Apple,Fruits,18.52,2,2.59,39.63,0,2025-06-07
699,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Household,13.05,1,0.91,13.96,0,2025-06-08
700,Chicago,Chicago,Normal,Male,Shampoo,Beverages,12.81,20,17.93,274.13,0,2025-06-09
701,Chicago,Chicago,Normal,Female,Apple,Beverages,14.78,16,16.55,253.03,0,2025-06-10
702,New York,New York,Member,Male,Detergent,Fruits,18.54,13,16.87,257.89,25,2025-06-11
703,New York,New York,Normal,Female,Notebook,Beverages,15.61,19,20.76,317.35,0,2025-06-12
704,New York,New York,Member,Male,Shampoo,Stationery,17.93,11,13.81,211.04,21,2025-06-13
705,Los Angeles,Los Angeles,Normal,Female,Detergent,Stationery,7.6,17,9.04,138.24,0,2025-06-14
706,Chicago,Chicago,Member,Male,Apple,Personal Care,19.82,10,13.87,212.07,21,2025-06-15
707,Chicago,Chicago,Member,Female,Orange Juice,Personal Care,10.89,18,13.72,209.74,20,2025-06-16
708,Chicago,Chicago,Normal,Female,Orange Juice,Stationery,8.75,5,3.06,46.81,0,2025-06-17
709,Los Angeles,Los Angeles,Member,Male,Notebook,Stationery,1.42,2,0.2,3.04,0,2025-06-18
710,Chicago,Chicago,Normal,Male,Orange Juice,Fruits,14.45,18,18.21,278.31,0,2025-06-19
711,Los Angeles,Los Angeles,Member,Female,Orange Juice,Personal Care,3.52,7,1.72,26.36,2,2025-06-20
712,Chicago,Chicago,Member,Male,Shampoo,Stationery,17.93,11,13.81,211.04,21,2025-06-21
713,Los Angeles,Los Angeles,Member,Female,Shampoo,Personal Care,6.21,3,1.3,19.93,1,2025-06-22
714,New York,New York,Member,Male,Orange Juice,Personal Care,13.68,3,2.87,43.91,4,2025-06-23
715,Chicago,Chicago,Normal,Male,Orange Juice,Household,11.7,6,4.91,75.11,0,2025-06-24
716,New York,New York,Member,Female,Shampoo,Personal Care,18.27,16,20.46,312.78,31,2025-06-25
717,Chicago,Chicago,Member,Male,Apple,Fruits,2.47,16,2.77,42.29,4,2025-06-26
718,New York,New York,Normal,Male,Shampoo,Fruits,2.81,20,3.93,60.13,0,2025-06-27
719,Chicago,Chicago,Normal,Female,Orange Juice,Fruits,5.87,19,7.81,119.34,0,2025-06-28
720,Chicago,Chicago,Member,Female,Apple,Household,1.09,20,1.53,23.33,2,2025-06-29
721,Chicago,Chicago,Member,Female,Detergent,Stationery,20.04,15,21.04,321.64,32,2025-01-01
722,New York,New York,Member,Female,Shampoo,Fruits,17.96,1,1.26,19.22,1,2025-01-02
723,Los Angeles,Los Angeles,Member,Male,Shampoo,Beverages,14.97,13,13.62,208.23,20,2025-01-03
724,Chicago,Chicago,Member,Male,Shampoo,Stationery,15.53,12,13.05,199.41,19,2025-01-04
725,New York,New York,Member,Female,Detergent,Household,7.83,15,8.22,125.67,12,2025-01-05
726,Los Angeles,Los Angeles,Member,Male,Apple,Fruits,10.11,1,0.71,10.82,1,2025-01-06
727,New York,New York,Member,Male,Apple,Personal Care,6.0,16,6.72,102.72,10,2025-01-07
728,New York,New York,Member,Female,Notebook,Personal Care,9.32,20,13.05,199.45,19,2025-01-08
729,Chicago,Chicago,Normal,Male,Detergent,Stationery,2.93,14,2.87,43.89,0,2025-01-09
730,Chicago,Chicago,Member,Male,Detergent,Personal Care,12.67,11,9.76,149.13,14,2025-01-10
731,Chicago,Chicago,Member,Male,Notebook,Fruits,7.74,10,5.42,82.82,8,2025-01-11
732,Chicago,Chicago,Normal,Female,Detergent,Personal Care,2.4,17,2.86,43.66,0,2025-01-12
733,Los Angeles,Los Angeles,Normal,Male,Detergent,Personal Care,5.43,16,6.08,92.96,0,2025-01-13
734,Los Angeles,Los Angeles,Member,Male,Notebook,Fruits,14.92,17,17.75,271.39,27,2025-01-14
735,New York,New York,Member,Female,Detergent,Beverages,12.85,2,1.8,27.5,2,2025-01-15
736,New York,New York,Member,Male,Shampoo,Household,16.19,9,10.2,155.91,15,2025-01-16
737,New York,New York,Member,Female,Apple,Stationery,8.47,15,8.89,135.94,13,2025-01-17
738,Los Angeles,Los Angeles,Member,Female,Notebook,Fruits,7.94,8,4.45,67.97,6,2025-01-18
739,Chicago,Chicago,Normal,Male,Notebook,Personal Care,18.04,18,22.73,347.45,0,2025-01-19
740,New York,New York,Normal,Female,Apple,Stationery,7.15,10,5.01,76.51,0,2025-01-20
741,New York,New York,Member,Male,Notebook,Household,9.92,3,2.08,31.84,3,2025-01-21
742,Chicago,Chicago,Normal,Male,Shampoo,Fruits,9.37,9,5.9,90.23,0,2025-01-22
743,Chicago,Chicago,Member,Female,Notebook,Personal Care,9.06,16,10.15,155.11,15,2025-01-23
744,Los Angeles,Los Angeles,Normal,Male,Detergent,Beverages,16.32,1,1.14,17.46,0,2025-01-24
745,Chicago,Chicago,Member,Male,Orange Juice,Stationery,20.23,14,19.83,303.05,30,2025-01-25
746,Chicago,Chicago,Member,Female,Shampoo,Household,9.25,14,9.07,138.57,13,2025-01-26
747,New York,New York,Normal,Male,Orange Juice,Household,16.84,1,1.18,18.02,0,2025-01-27
748,Los Angeles,Los Angeles,Normal,Female,Notebook,Personal Care,6.61,4,1.85,28.29,0,2025-01-28
749,Chicago,Chicago,Normal,Female,Notebook,Beverages,13.59,12,11.42,174.5,0,2025-01-29
750,New York,New York,Member,Male,Detergent,Stationery,18.32,14,17.95,274.43,27,2025-01-30
751,Chicago,Chicago,Normal,Male,Apple,Household,12.14,20,17.0,259.8,0,2025-01-31
752,Chicago,Chicago,Member,Female,Detergent,Beverages,7.98,3,1.68,25.62,2,2025-02-01
753,Los Angeles,Los Angeles,Member,Male,Orange Juice,Personal Care,7.87,3,1.65,25.26,2,2025-02-02
754,Chicago,Chicago,Normal,Male,Orange Juice,Household,16.89,17,20.1,307.23,0,2025-02-03
755,Chicago,Chicago,Member,Male,Detergent,Beverages,3.09,2,0.43,6.61,0,2025-02-04
756,Los Angeles,Los Angeles,Member,Female,Orange Juice,Household,2.2,20,3.08,47.08,4,2025-02-05
757,Chicago,Chicago,Member,Female,Apple,Stationery,2.73,10,1.91,29.21,2,2025-02-06
758,Los Angeles,Los Angeles,Member,Male,Shampoo,Fruits,16.62,12,13.96,213.4,21,2025-02-07
759,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Beverages,16.49,2,2.31,35.29,0,2025-02-08
760,Chicago,Chicago,Normal,Male,Orange Juice,Personal Care,19.92,6,8.37,127.89,0,2025-02-09
761,Los Angeles,Los Angeles,Normal,Female,Apple,Stationery,20.74,19,27.58,421.64,0,2025-02-10
762,Los Angeles,Los Angeles,Member,Male,Orange Juice,Household,13.25,6,5.57,85.07,8,2025-02-11
763,New York,New York,Member,Female,Detergent,Fruits,10.46,18,13.18,201.46,20,2025-02-12
764,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Fruits,2.84,18,3.58,54.7,0,2025-02-13
765,New York,New York,Normal,Male,Detergent,Personal Care,9.04,17,10.76,164.44,0,2025-02-14
766,Chicago,Chicago,Member,Female,Shampoo,Personal Care,9.84,4,2.76,42.12,4,2025-02-15
767,Chicago,Chicago,Member,Male,Apple,Household,10.21,8,5.72,87.4,8,2025-02-16
768,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Stationery,10.46,5,3.66,55.96,0,2025-02-17
769,New York,New York,Normal,Male,Apple,Personal Care,15.93,11,12.27,187.5,0,2025-02-18
770,New York,New York,Normal,Female,Notebook,Beverages,10.11,14,9.91,151.45,0,2025-02-19
771,Chicago,Chicago,Normal,Male,Shampoo,Stationery,10.97,18,13.82,211.28,0,2025-02-20
772,Los Angeles,Los Angeles,Member,Male,Apple,Stationery,11.4,1,0.8,12.2,1,2025-02-21
773,New York,New York,Normal,Female,Orange Juice,Stationery,14.63,11,11.27,172.2,0,2025-02-22
774,New York,New York,Normal,Female,Apple,Stationery,16.48,5,5.77,88.17,0,2025-02-23
775,Chicago,Chicago,Normal,Female,Detergent,Beverages,1.72,15,1.81,27.61,0,2025-02-24
776,Chicago,Chicago,Member,Male,Shampoo,Household,17.12,15,17.98,274.78,27,2025-02-25
777,Los Angeles,Los Angeles,Member,Female,Detergent,Stationery,8.81,4,2.47,37.71,3,2025-02-26
778,Los Angeles,Los Angeles,Member,Male,Orange Juice,Personal Care,3.11,4,0.87,13.31,1,2025-02-27
779,Los Angeles,Los Angeles,Member,Female,Orange Juice,Beverages,10.57,20,14.8,226.2,22,2025-02-28
780,Chicago,Chicago,Normal,Male,Shampoo,Stationery,6.64,7,3.25,49.73,0,2025-03-01
781,Chicago,Chicago,Normal,Male,Shampoo,Stationery,17.37,20,24.32,371.72,0,2025-03-02
782,New York,New York,Member,Female,Detergent,Beverages,4.94,7,2.42,37.0,3,2025-03-03
783,Chicago,Chicago,Member,Female,Detergent,Household,4.62,3,0.97,14.83,1,2025-03-04
784,Los Angeles,Los Angeles,Normal,Male,Notebook,Stationery,10.23,10,7.16,109.46,0,2025-03-05
785,New York,New York,Normal,Female,Apple,Household,9.94,6,4.17,63.81,0,2025-03-06
786,Chicago,Chicago,Normal,Male,Shampoo,Household,5.14,17,6.12,93.5,0,2025-03-07
787,Chicago,Chicago,Normal,Male,Shampoo,Personal Care,17.65,12,14.83,226.63,0,2025-03-08
788,Chicago,Chicago,Normal,Female,Detergent,Personal Care,10.01,20,14.01,214.21,0,2025-03-09
789,Los Angeles,Los Angeles,Member,Female,Notebook,Household,1.82,18,2.29,35.05,3,2025-03-10
790,New York,New York,Normal,Female,Shampoo,Personal Care,16.31,7,7.99,122.16,0,2025-03-11
791,Los Angeles,Los Angeles,Member,Male,Detergent,Beverages,11.87,2,1.66,25.4,2,2025-03-12
792,New York,New York,Normal,Male,Detergent,Beverages,2.97,10,2.08,31.78,0,2025-03-13
793,Los Angeles,Los Angeles,Member,Male,Notebook,Household,5.86,18,7.38,112.86,11,2025-03-14
794,New York,New York,Normal,Female,Notebook,Personal Care,2.28,16,2.55,39.03,0,2025-03-15
795,Los Angeles,Los Angeles,Member,Female,Apple,Beverages,5.17,2,0.72,11.06,1,2025-03-16
796,Chicago,Chicago,Member,Male,Shampoo,Fruits,8.75,6,3.68,56.18,5,2025-03-17
797,New York,New York,Member,Male,Orange Juice,Personal Care,1.87,18,2.36,36.02,3,2025-03-18
798,New York,New York,Member,Female,Orange Juice,Fruits,12.01,11,9.25,141.36,14,2025-03-19
799,New York,New York,Normal,Female,Notebook,Stationery,4.05,3,0.85,13.0,0,2025-03-20
800,Chicago,Chicago,Member,Female,Detergent,Personal Care,6.27,20,8.78,134.18,13,2025-03-21
801,Los Angeles,Los Angeles,Member,Female,Apple,Beverages,9.58,14,9.39,143.51,14,2025-03-22
802,Chicago,Chicago,Normal,Male,Detergent,Personal Care,6.88,4,1.93,29.45,0,2025-03-23
803,Chicago,Chicago,Member,Female,Shampoo,Fruits,1.1,16,1.23,18.83,1,2025-03-24
804,New York,New York,Member,Female,Notebook,Personal Care,4.26,7,2.09,31.91,3,2025-03-25
805,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Beverages,11.11,19,14.78,225.87,0,2025-03-26
